Cycles	NSpins	Temp	MeanE		EnergyVar	MeanM		MVar		MeanAbsM	Cv		X		Time
100000	80	2.350	-1.264713	1.441176	-0.040483	47.235361	0.184885	0.260964	0.078674	1520.24
100000	100	2.150	-1.603248	2.550309	-0.258375	82.713550	0.798653	0.551716	0.371467	2364.18
100000	100	2.200	-1.539987	2.588852	-0.740536	107.009004	0.741634	0.534887	0.337107	2364.18
100000	100	2.250	-1.454085	2.863096	0.195648	120.378239	0.612894	0.565550	0.272398	2364.18
100000	100	2.300	-1.346017	2.253065	-0.159816	142.081511	0.328614	0.425910	0.142876	2364.18
100000	100	2.350	-1.265164	1.470871	-0.035362	49.701758	0.140064	0.266341	0.059602	2364.18
10000	20	2.000	-1.738101	1.032104	-0.293121	1.876373	0.900296	0.258026	0.450148	8.7693
10000	20	2.050	-1.696359	1.213728	0.879731	1.874531	0.879738	0.288811	0.429141	8.7693
10000	20	2.100	-1.652351	1.260780	-0.281747	1.914122	0.857867	0.285891	0.408508	8.7693
10000	20	2.150	-1.602243	1.371014	-0.017166	3.206382	0.819519	0.296596	0.381172	8.7693
50000	20	2.000	-1.744016	0.745332	0.909636	0.530799	0.909688	0.186333	0.454844	119.397
50000	20	2.050	-1.707124	0.846620	-0.893128	0.596982	0.893128	0.201456	0.435672	119.397
50000	20	2.100	-1.658486	1.049730	-0.862551	1.513366	0.862770	0.238034	0.410843	119.397
50000	20	2.150	-1.607175	1.166020	0.415237	2.030856	0.831679	0.252249	0.386828	119.397
50000	20	2.200	-1.544545	1.350826	0.268917	3.300366	0.785199	0.279096	0.356909	119.397
50000	20	2.250	-1.467226	1.649386	0.148228	6.319997	0.706560	0.325805	0.314027	119.397
50000	20	2.300	-1.392542	1.647741	0.019028	7.761694	0.634517	0.311482	0.275877	119.397
50000	20	2.350	-1.314529	1.613773	0.060534	8.557251	0.550639	0.292218	0.234314	119.397
50000	20	2.400	-1.239763	1.363689	0.010930	8.831184	0.455124	0.236752	0.189635	119.397
50000	20	2.450	-1.173362	1.187631	-0.019714	7.843597	0.378675	0.197856	0.154561	119.397
50000	20	2.500	-1.119525	1.001029	-0.010371	6.511496	0.322702	0.160165	0.129081	119.397
50000	20	2.550	-1.068691	0.833333	0.011623	5.148720	0.267666	0.128156	0.104967	119.397
50000	20	2.600	-1.030740	0.754242	-0.025054	4.285019	0.240355	0.111574	0.092444	119.397
